<<<<<<< HEAD
; PERSON  C:\Users\araborn\AppData\Local\Temp\RtmpukJnDo\winstepsR_examples\example_domain  Sep 08 2026 12:29
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ INZSTD OUTMSQ OUTZST  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE  INDF OUTDF NAME
   176  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P176
   177 -3.7413 -1     6.0       .0 1.9258   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00 -3.4786   .00   .00 P177
   178  -.1822  1     6.0      3.0  .9533   1.28    .73   1.53    .99  .0000    .29   1.00  66.7  73.3   .51   .48  -.1824 10.37  6.23 P178
   179  1.8968  1     6.0      5.0 1.1914   1.41    .77   1.14    .57  .0000    .13   1.00  83.3  83.3   .37   .41  1.6328  4.72  1.00 P179
   180  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P180
   181 -1.1153  1     6.0      2.0  .9929   1.81   1.58   1.53    .84  .0000    .00   1.00  33.3  74.9   .48   .55 -1.0353  9.63  3.18 P181
   182  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P182
   183  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P183
   184 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P184
   185  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P185
   186  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P186
   187  3.0342  0     5.0      5.0 1.9741   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  2.8691   .00   .00 P187
   188  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P188
   189   .7514  1     6.0      4.0  .9933    .84   -.23    .64   -.26  .0000    .62   1.00  66.7  74.9   .48   .38   .6711  9.57  3.19 P189
   190   .7514  1     6.0      4.0  .9933   1.13    .42   1.00    .27  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P190
   191   .7514  1     6.0      4.0  .9933    .84   -.23    .64   -.26  .0000    .62   1.00  66.7  74.9   .48   .38   .6711  9.57  3.19 P191
   192  -.1822  1     6.0      3.0  .9533   1.07    .31    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P192
   193   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P193
   194  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P194
   195  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P195
   196  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P196
   197 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P197
   198 -1.1153  1     6.0      2.0  .9929   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44 -1.0353  9.63  3.18 P198
   199  -.9883  1     5.0      2.0 1.0410    .51  -1.27    .43   -.70  .0000    .81   1.00 100.0  72.1   .47   .31  -.9494 10.95  3.37 P199
   200  -.1822  1     6.0      3.0  .9533   1.56   1.24   1.84   1.38  .0000    .10   1.00  66.7  73.3   .51   .54  -.1824 10.37  6.23 P200
=======
; PERSON  C:\Users\araborn\AppData\Local\Temp\RtmpukJnDo\winstepsR_examples\example_domain  Sep 08 2026 12:29
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ INZSTD OUTMSQ OUTZST  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE  INDF OUTDF NAME
     1  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P001
     2 -3.7413 -1     6.0       .0 1.9258   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00 -3.4786   .00   .00 P002
     3  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P003
     4  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P004
     5   .7514  1     6.0      4.0  .9933    .84   -.23    .64   -.26  .0000    .62   1.00  66.7  74.9   .48   .38   .6711  9.57  3.19 P005
     6 -2.2597  1     6.0      1.0 1.1910   1.07    .32    .63    .17  .0000    .39   1.00  83.3  83.3   .37   .35 -1.9955  4.72  1.00 P006
     7  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P007
     8 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P008
     9  1.8968  1     6.0      5.0 1.1914   1.41    .77   1.14    .57  .0000    .13   1.00  83.3  83.3   .37   .41  1.6328  4.72  1.00 P009
    10 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P010
    11 -1.1153  1     6.0      2.0  .9929   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44 -1.0353  9.63  3.18 P011
    12   .7514  1     6.0      4.0  .9933   2.00   1.86   2.21   1.41  .0000   -.21   1.00  33.3  74.9   .48   .58   .6711  9.57  3.19 P012
    13   .7514  1     6.0      4.0  .9933   1.32    .78   1.67    .97  .0000    .21   1.00  66.7  74.9   .48   .47   .6711  9.57  3.19 P013
    14   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P014
    15 -2.2597  1     6.0      1.0 1.1910   1.07    .32    .63    .17  .0000    .39   1.00  83.3  83.3   .37   .35 -1.9955  4.72  1.00 P015
    16  1.8968  1     6.0      5.0 1.1914   1.07    .32    .63    .17  .0000    .39   1.00  83.3  83.3   .37   .35  1.6328  4.72  1.00 P016
    17   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P017
    18 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P018
    19  -.1822  1     6.0      3.0  .9533   1.27    .72   1.52    .98  .0000    .29   1.00  66.7  73.3   .51   .48  -.1824 10.37  6.23 P019
    20  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P020
    21   .7514  1     6.0      4.0  .9933   1.81   1.59   1.54    .85  .0000    .00   1.00  33.3  74.9   .48   .55   .6711  9.57  3.19 P021
    22  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P022
    23 -3.7413 -1     6.0       .0 1.9258   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00 -3.4786   .00   .00 P023
    24  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P024
    25  -.1822  1     6.0      3.0  .9533   1.28    .73   1.53    .99  .0000    .29   1.00  66.7  73.3   .51   .48  -.1824 10.37  6.23 P025
    26  1.8968  1     6.0      5.0 1.1914   1.72   1.13   4.19   1.77  .0000   -.39   1.00  83.3  83.3   .37   .45  1.6328  4.72  1.00 P026
    27  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P027
    28  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P028
    29   .7514  1     6.0      4.0  .9933   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P029
    30   .7514  1     6.0      4.0  .9933   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P030
    31  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P031
    32 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P032
    33  -.1822  1     6.0      3.0  .9533   1.07    .30    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P033
    34   .6890  1     5.0      3.0 1.0180    .50  -1.30    .44  -1.05  .0000    .87   1.00 100.0  71.1   .44   .31   .6322 10.88  6.05 P034
    35  -.1822  1     6.0      3.0  .9533   1.07    .30    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P035
    36  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P036
    37  1.4149  1     5.0      4.0 1.2702    .43   -.81    .27   -.31  .0000    .81   1.00 100.0  82.2   .46   .23  1.1615  4.05  1.04 P037
    38  -.1822  1     6.0      3.0  .9533   1.07    .30    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P038
    39  -.1822  1     6.0      3.0  .9533   1.27    .72   1.52    .98  .0000    .29   1.00  66.7  73.3   .51   .48  -.1824 10.37  6.23 P039
    40  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P040
    41   .7514  1     6.0      4.0  .9933   1.65   1.35   1.96   1.21  .0000    .00   1.00  66.7  74.9   .48   .53   .6711  9.57  3.19 P041
    42  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P042
    43 -2.2597  1     6.0      1.0 1.1910    .60   -.50    .33   -.18  .0000    .65   1.00  83.3  83.3   .37   .27 -1.9955  4.72  1.00 P043
    44 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P044
    45 -2.2597  1     6.0      1.0 1.1910    .60   -.50    .33   -.18  .0000    .65   1.00  83.3  83.3   .37   .27 -1.9955  4.72  1.00 P045
    46  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P046
    47   .7514  1     6.0      4.0  .9933   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P047
    48  -.3257  1     5.0      2.0 1.0178    .50  -1.30    .44  -1.04  .0000    .87   1.00 100.0  71.0   .44   .31  -.2694 10.93  6.04 P048
    49  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P049
    50  1.8968  1     6.0      5.0 1.1914   1.07    .32    .63    .17  .0000    .39   1.00  83.3  83.3   .37   .35  1.6328  4.72  1.00 P050
    51 -2.2597  1     6.0      1.0 1.1910   1.40    .77   1.14    .56  .0000    .13   1.00  83.3  83.3   .37   .41 -1.9955  4.72  1.00 P051
    52   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P052
    53 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P053
    54   .0979  1     5.0      3.0 1.0664    .89   -.05    .72   -.23  .0000    .62   1.00  60.0  73.8   .52   .40   .0174  7.74  4.24 P054
    55  -.3257  1     5.0      2.0 1.0178   1.19    .55   1.16    .46  .0000    .29   1.00  60.0  71.0   .44   .48  -.2694 10.93  6.04 P055
    56  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P056
    57 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P057
    58  -.1822  1     6.0      3.0  .9533   1.69   1.45   1.53    .99  .0000    .10   1.00  33.3  73.3   .51   .56  -.1824 10.37  6.23 P058
    59   .7514  1     6.0      4.0  .9933    .84   -.23    .64   -.26  .0000    .62   1.00  66.7  74.9   .48   .38   .6711  9.57  3.19 P059
    60   .5010  1     5.0      3.0 1.0774   1.71   1.36   2.98   1.91  .0000   -.04   1.00  60.0  74.3   .53   .54   .4747  8.36  3.12 P060
    61  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P061
    62   .7514  1     6.0      4.0  .9933   1.13    .42   1.00    .27  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P062
    63  -.1822  1     6.0      3.0  .9533   1.07    .30    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P063
    64   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P064
    65 -2.2597  1     6.0      1.0 1.1910   1.07    .32    .63    .17  .0000    .39   1.00  83.3  83.3   .37   .35 -1.9955  4.72  1.00 P065
    66  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P066
    67 -3.7413 -1     6.0       .0 1.9258   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00 -3.4786   .00   .00 P067
    68  1.8968  1     6.0      5.0 1.1914   1.61   1.01   2.16   1.09  .0000   -.13   1.00  83.3  83.3   .37   .44  1.6328  4.72  1.00 P068
    69 -1.1153  1     6.0      2.0  .9929   1.32    .79   1.68    .98  .0000    .21   1.00  66.7  74.9   .48   .47 -1.0353  9.63  3.18 P069
    70   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P070
    71  1.8968  1     6.0      5.0 1.1914   1.07    .32    .63    .17  .0000    .39   1.00  83.3  83.3   .37   .35  1.6328  4.72  1.00 P071
    72 -1.1153  1     6.0      2.0  .9929   1.12    .41   1.00    .26  .0000    .41   1.00  66.7  74.9   .48   .44 -1.0353  9.63  3.18 P072
    73  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P073
    74 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P074
    75  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P075
    76 -1.1153  1     6.0      2.0  .9929   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44 -1.0353  9.63  3.18 P076
    77  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P077
    78  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P078
    79  -.1822  1     6.0      3.0  .9533   2.38   2.44   2.96   2.50  .0000   -.49   1.00  33.3  73.3   .51   .66  -.1824 10.37  6.23 P079
    80   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P080
    81 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P081
    82  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P082
    83 -2.2597  1     6.0      1.0 1.1910    .60   -.50    .33   -.18  .0000    .65   1.00  83.3  83.3   .37   .27 -1.9955  4.72  1.00 P083
    84 -2.2597  1     6.0      1.0 1.1910    .60   -.50    .33   -.18  .0000    .65   1.00  83.3  83.3   .37   .27 -1.9955  4.72  1.00 P084
    85  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P085
    86  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P086
    87   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P087
    88   .7514  1     6.0      4.0  .9933    .84   -.23    .64   -.26  .0000    .62   1.00  66.7  74.9   .48   .38   .6711  9.57  3.19 P088
    89  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P089
    90  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P090
    91 -2.2597  1     6.0      1.0 1.1910    .60   -.50    .33   -.18  .0000    .65   1.00  83.3  83.3   .37   .27 -1.9955  4.72  1.00 P091
    92   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P092
    93 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P093
    94   .7514  1     6.0      4.0  .9933   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P094
    95 -2.2597  1     6.0      1.0 1.1910    .60   -.50    .33   -.18  .0000    .65   1.00  83.3  83.3   .37   .27 -1.9955  4.72  1.00 P095
    96  -.1822  1     6.0      3.0  .9533   1.07    .31    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P096
    97 -3.7055 -1     5.0       .0 1.9324   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00 -3.4593   .00   .00 P097
    98   .7514  1     6.0      4.0  .9933   1.43    .98   3.04   1.96  .0000    .00   1.00  66.7  74.9   .48   .49   .6711  9.57  3.19 P098
    99 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P099
   100   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P100
   101  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P101
   102  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P102
   103 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P103
   104  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P104
   105  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P105
   106   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P106
   107 -2.2597  1     6.0      1.0 1.1910    .60   -.50    .33   -.18  .0000    .65   1.00  83.3  83.3   .37   .27 -1.9955  4.72  1.00 P107
   108  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P108
   109 -3.7413 -1     6.0       .0 1.9258   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00 -3.4786   .00   .00 P109
   110   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P110
   111  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P111
   112 -1.1153  1     6.0      2.0  .9929    .49  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29 -1.0353  9.63  3.18 P112
   113  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P113
   114  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P114
   115 -2.2597  1     6.0      1.0 1.1910   1.40    .77   1.14    .56  .0000    .13   1.00  83.3  83.3   .37   .41 -1.9955  4.72  1.00 P115
   116  1.8968  1     6.0      5.0 1.1914   1.72   1.13   4.19   1.77  .0000   -.39   1.00  83.3  83.3   .37   .45  1.6328  4.72  1.00 P116
   117  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P117
   118  -.1822  1     6.0      3.0  .9533    .78   -.39    .65   -.53  .0000    .68   1.00  66.7  73.3   .51   .38  -.1824 10.37  6.23 P118
   119  1.8968  1     6.0      5.0 1.1914   1.72   1.13   4.19   1.77  .0000   -.39   1.00  83.3  83.3   .37   .45  1.6328  4.72  1.00 P119
   120   .7514  1     6.0      4.0  .9933   1.17    .50    .92    .16  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P120
   121  1.8968  1     6.0      5.0 1.1914   1.07    .32    .63    .17  .0000    .39   1.00  83.3  83.3   .37   .35  1.6328  4.72  1.00 P121
   122   .7514  1     6.0      4.0  .9933   1.76   1.52   3.32   2.13  .0000   -.21   1.00  66.7  74.9   .48   .55   .6711  9.57  3.19 P122
   123  -.1822  1     6.0      3.0  .9533   1.36    .88   1.28    .64  .0000    .29   1.00  66.7  73.3   .51   .50  -.1824 10.37  6.23 P123
   124  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P124
   125  -.9883  1     5.0      2.0 1.0410    .51  -1.27    .43   -.70  .0000    .81   1.00 100.0  72.1   .47   .31  -.9494 10.95  3.37 P125
   126   .7514  1     6.0      4.0  .9933   1.13    .42   1.00    .27  .0000    .41   1.00  66.7  74.9   .48   .44   .6711  9.57  3.19 P126
   127  -.1822  1     6.0      3.0  .9533   1.56   1.24   1.84   1.38  .0000    .10   1.00  66.7  73.3   .51   .54  -.1824 10.37  6.23 P127
   128 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P128
   129  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P129
   130   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P130
   131   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P131
   132  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P132
   133  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P133
   134  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P134
   135   .6890  1     5.0      3.0 1.0180    .50  -1.30    .44  -1.05  .0000    .87   1.00 100.0  71.1   .44   .31   .6322 10.88  6.05 P135
   136  -.1822  1     6.0      3.0  .9533   1.07    .30    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P136
   137 -2.2597  1     6.0      1.0 1.1910   1.61   1.01   2.14   1.08  .0000   -.13   1.00  83.3  83.3   .37   .43 -1.9955  4.72  1.00 P137
   138  -.1822  1     6.0      3.0  .9533   1.07    .30    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P138
   139  -.8638  1     5.0      2.0 1.0772    .90   -.04    .69   -.17  .0000    .62   1.00  60.0  74.3   .53   .39  -.8380  8.39  3.11 P139
   140  -.1822  1     6.0      3.0  .9533   1.07    .31    .96    .12  .0000    .49   1.00  66.7  73.3   .51   .44  -.1824 10.37  6.23 P140
   141  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P141
   142 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P142
   143  3.3792  0     6.0      6.0 1.9260   1.00    .00   1.00    .00  .0000    .00   1.00 100.0 100.0   .00   .00  3.1171   .00   .00 P143
   144 -2.2597  1     6.0      1.0 1.1910   1.61   1.01   2.14   1.08  .0000   -.13   1.00  83.3  83.3   .37   .43 -1.9955  4.72  1.00 P144
   145   .5010  1     5.0      3.0 1.0774    .49  -1.14    .39   -.74  .0000    .84   1.00 100.0  74.3   .53   .29   .4747  8.36  3.12 P145
   146 -1.1153  1     6.0      2.0  .9929    .83   -.24    .63   -.27  .0000    .62   1.00  66.7  74.9   .48   .38 -1.0353  9.63  3.18 P146
   147  1.8968  1     6.0      5.0 1.1914    .60   -.50    .33   -.18  .0000    .66   1.00  83.3  83.3   .37   .27  1.6328  4.72  1.00 P147
   148   .7514  1     6.0      4.0  .9933    .48  -1.26    .38   -.77  .0000    .83   1.00 100.0  74.9   .48   .29   .6711  9.57  3.19 P148
   149  -.1822  1     6.0      3.0  .9533    .46  -1.43    .40  -1.21  .0000    .88   1.00 100.0  73.3   .51   .29  -.1824 10.37  6.23 P149
   150 -2.2597  1     6.0      1.0 1.1910    .60   -.50    .33   -.18  .0000    .65   1.00  83.3  83.3   .37   .27 -1.9955  4.72  1.00 P150
