; PERSON  C:\Users\araborn\AppData\Local\Temp\RtmpukJnDo\winstepsR_examples\example_full\c  Sep 08 2026 12:29
;ENTRY MEASURE ST   COUNT    SCORE MODLSE IN.MSQ INZSTD OUTMSQ OUTZST  DISPL   PTMA WEIGHT OBSMA EXPMA PMA-E  RMSR    WMLE  INDF OUTDF NAME
   178   .4588  1    12.0      7.0  .6817   1.02    .17    .91   -.06  .0000    .51   1.00  66.7  73.6   .51   .43   .4399 20.38  9.92 P178
   179  1.4604  1    12.0      9.0  .7492    .91   -.15    .68   -.22  .0000    .53   1.00  75.0  77.9   .44   .37  1.3820 15.49  3.40 P179
   180   .9364  1    12.0      8.0  .7035    .74   -.77    .61   -.61  .0000    .67   1.00  91.7  74.9   .48   .35   .8941 19.04  6.20 P180
   181  -.9364  1    12.0      4.0  .7035   1.16    .59    .95    .10  .0000    .41   1.00  58.3  74.9   .48   .44  -.8941 19.04  6.20 P181
   182   .4588  1    12.0      7.0  .6817    .72   -.89    .59   -.92  .0000    .71   1.00  83.3  73.6   .51   .36   .4399 20.38  9.92 P182
   183  -.4588  1    12.0      5.0  .6817    .94   -.10    .84   -.22  .0000    .56   1.00  83.3  73.6   .51   .41  -.4399 20.38  9.92 P183
   184   .4588  1    12.0      7.0  .6817   1.08    .34   1.03    .22  .0000    .46   1.00  66.7  73.6   .51   .44   .4399 20.38  9.92 P184
   185   .0000  1    12.0      6.0  .6752    .92   -.17    .85   -.25  .0000    .58   1.00  83.3  73.2   .52   .41   .0000 20.68 12.06 P185
   186  -.4588  1    12.0      5.0  .6817    .47  -2.01    .40  -1.61  .0000    .86   1.00 100.0  73.6   .51   .29  -.4399 20.38  9.92 P186
   187  2.7801  1    10.0      9.0 1.1228   1.07    .33    .56    .10  .0000    .33   1.00  90.0  90.0   .32   .29  2.4742  3.83  1.00 P187
   188  2.9844  1    12.0     11.0 1.0946    .74   -.10    .29   -.24  .0000    .48   1.00  91.7  91.7   .27   .23  2.6569  3.33  1.00 P188
   189   .4588  1    12.0      7.0  .6817    .64  -1.22    .53  -1.14  .0000    .76   1.00  83.3  73.6   .51   .34   .4399 20.38  9.92 P189
   190  -.1448  1    11.0      5.0  .7120    .91   -.16    .77   -.40  .0000    .60   1.00  63.6  73.5   .52   .40  -.1280 17.88 10.18 P190
   191  1.4604  1    12.0      9.0  .7492   1.19    .62    .88    .10  .0000    .36   1.00  75.0  77.9   .44   .42  1.3820 15.49  3.40 P191
   192   .4588  1    12.0      7.0  .6817   1.16    .58   1.09    .35  .0000    .42   1.00  66.7  73.6   .51   .46   .4399 20.38  9.92 P192
   193  1.4604  1    12.0      9.0  .7492    .64  -1.05    .44   -.69  .0000    .70   1.00  91.7  77.9   .44   .31  1.3820 15.49  3.40 P193
   194  2.0860  1    12.0     10.0  .8441    .73   -.49    .41   -.34  .0000    .58   1.00  83.3  83.3   .38   .29  1.9396  9.35  1.68 P194
   195  -.4588  1    12.0      5.0  .6817    .47  -2.01    .40  -1.61  .0000    .86   1.00 100.0  73.6   .51   .29  -.4399 20.38  9.92 P195
   196   .9364  1    12.0      8.0  .7035   1.05    .26    .95    .10  .0000    .46   1.00  75.0  74.9   .48   .42   .8941 19.04  6.20 P196
   197  -.4588  1    12.0      5.0  .6817   1.02    .17    .91   -.06  .0000    .51   1.00  66.7  73.6   .51   .43  -.4399 20.38  9.92 P197
   198 -1.4604  1    12.0      3.0  .7492   1.13    .46    .77   -.08  .0000    .42   1.00  58.3  77.9   .44   .41 -1.3820 15.49  3.40 P198
   199  -.8652  1    11.0      4.0  .7214    .84   -.45    .77   -.26  .0000    .59   1.00  81.8  73.7   .49   .38  -.8331 19.95  6.22 P199
   200   .4588  1    12.0      7.0  .6817   1.38   1.18   1.77   1.55  .0000    .22   1.00  50.0  73.6   .51   .50   .4399 20.38  9.92 P200
